Date,Name,Year,Letterboxd URI,Type,Genre,IMDbRating,Runtime,OMDbYear
2025-05-24,Reservoir Dogs,,https://boxd.it/2agc,movie,"Crime, Thriller",8.3,99 min,1992
2025-05-24,The Machinist,,https://boxd.it/248c,movie,"Drama, Thriller",7.6,101 min,2004
2025-05-24,Where the Crawdads Sing,,https://boxd.it/psLS,movie,"Drama, Mystery, Romance",7.2,125 min,2022
2025-05-24,End of Watch,,https://boxd.it/2F5O,movie,"Action, Crime, Drama",7.6,109 min,2012
2025-05-24,Brokeback Mountain,,https://boxd.it/2b2q,movie,"Drama, Romance",7.7,134 min,2005
2025-05-24,Brothers,,https://boxd.it/20WW,movie,"Drama, Thriller, War",7.1,105 min,2009
2025-05-24,Jarhead,,https://boxd.it/70m,movie,"Biography, Drama, War",7.0,125 min,2005
2025-05-24,Okja,,https://boxd.it/dvXe,movie,"Action, Adventure, Drama",7.3,120 min,2017
2025-05-24,Southpaw,,https://boxd.it/9Phu,movie,"Action, Drama, Sport",7.3,124 min,2015
2025-05-24,The Fighter,,https://boxd.it/PP4,movie,"Action, Biography, Drama",7.8,116 min,2010
2025-05-25,Life,,https://boxd.it/21zE,movie,"Horror, Sci-Fi, Thriller",6.6,104 min,2017
2025-05-25,The Fabelmans,,https://boxd.it/ugoM,movie,Drama,7.5,151 min,2022
2025-05-25,Phantom Thread,,https://boxd.it/e4uc,movie,"Drama, Romance",7.4,130 min,2017
2025-05-27,With Honors,,https://boxd.it/1Kp8,movie,"Comedy, Drama",6.7,101 min,1994
2025-05-27,Seven Psychopaths,,https://boxd.it/34PW,movie,"Comedy, Crime",7.1,110 min,2012
2025-05-27,Minority Report,,https://boxd.it/2aWi,movie,"Action, Crime, Mystery",7.6,145 min,2002
2025-05-27,Casino,,https://boxd.it/2ads,movie,"Crime, Drama",8.2,178 min,1995
2025-05-29,Europa Report,,https://boxd.it/5n0s,movie,"Drama, Mystery, Sci-Fi",6.4,90 min,2013
2025-05-29,Contact,,https://boxd.it/29OM,movie,"Drama, Mystery, Sci-Fi",7.5,150 min,1997
2025-05-30,Sisu,,https://boxd.it/vHpu,movie,"Action, War",6.9,91 min,2022
2025-05-30,Speak No Evil,,https://boxd.it/G9f8,movie,"Drama, Horror, Thriller",6.8,110 min,2024
2025-05-30,Last Breath,,https://boxd.it/AJqO,movie,"Drama, Thriller",6.6,93 min,2025
2025-05-30,Nobody,,https://boxd.it/mLqS,movie,"Action, Crime, Drama",7.4,92 min,2021
2025-05-30,The Invisible Man,,https://boxd.it/kWlA,movie,"Drama, Horror, Mystery",7.1,124 min,2020
2025-05-30,Letters from Iwo Jima,,https://boxd.it/290C,movie,"Action, Adventure, Drama",7.8,141 min,2006
2025-05-30,The Brutalist,,https://boxd.it/k4BO,movie,Drama,7.4,216 min,2024
2025-05-30,Belfast,,https://boxd.it/tefG,movie,"Biography, Drama, Romance",7.2,98 min,2021
2025-05-30,Sonic the Hedgehog,,https://boxd.it/gdK8,movie,"Action, Adventure, Comedy",6.5,99 min,2020
2025-05-30,Braveheart,,https://boxd.it/2aTI,movie,"Biography, Drama, War",8.3,178 min,1995
2025-05-30,Serpico,,https://boxd.it/1ZjE,movie,"Biography, Crime, Drama",7.7,130 min,1973
2025-05-30,Saving Mr. Banks,,https://boxd.it/4vIq,movie,"Biography, Comedy, Drama",7.5,125 min,2013
2025-05-30,An Extremely Goofy Movie,,https://boxd.it/1LOo,movie,"Animation, Comedy, Family, Sport",6.4,79 min,2000
2025-05-30,The Black Cauldron,,https://boxd.it/1UYW,movie,"Animation, Action, Adventure",6.3,80 min,1985
2025-05-31,Uprising,,https://boxd.it/EGTQ,movie,"Drama, War",7.2,177 min,2001
2025-05-31,The Long Game,,https://boxd.it/EQmW,movie,"Drama, History, Sport",6.7,112 min,2023
2025-05-31,Hustle,,https://boxd.it/qpig,movie,"Comedy, Drama, Sport",7.3,117 min,2022
2025-05-31,The Swinging Barmaids,,https://boxd.it/1oSs,movie,"Crime, Drama",5.3,88 min,1975
2025-05-31,Kinds of Kindness,,https://boxd.it/CWPw,movie,"Comedy, Drama, Horror",6.6,164 min,2024
2025-06-01,The Wall,,https://boxd.it/eh1s,movie,"Action, Drama, Thriller",6.2,88 min,2017
2025-06-03,Superman,,https://boxd.it/27Qm,movie,"Action, Adventure, Sci-Fi",7.4,143 min,1978
2025-06-03,Superman,,https://boxd.it/E9IU,movie,"Action, Adventure, Sci-Fi",7.4,143 min,1978
